Time (min),Intensity (mAU)
2.15237,2.342386566061872
2.159037,2.274931756423469
2.165705,2.204905395654683
2.172372,2.1399237506845625
2.17904,2.083805607751203
2.185707,2.031989085928508
2.192375,1.9722594229561172
2.199043,1.8890601159780538
2.20571,1.7673901057953698
2.212378,1.6010771822574177
2.219045,1.3948771334236891
2.225713,1.1647354831630268
2.23238,0.9349949085216078
2.239048,0.729415221627423
2.245715,0.5673626199168673
2.252383,0.4559600311735478
2.25905,0.3899451093767835
2.265718,0.3583512554362833
2.272386,0.34694775166745795
2.279053,0.3438777912084701
2.285721,0.34135289812757286
2.292388,0.3354481972060714
2.299056,0.3269656966154961
2.305723,0.3179324538504843
2.312391,0.31064616122278293
2.319058,0.30491241605578956
2.325726,0.29933290536935775
2.332394,0.2939134647713162
2.339061,0.2880119661243652
2.345729,0.28145177752119155
2.352396,0.2745503198138246
2.359064,0.26746714749704203
2.365731,0.260625841486332
2.372399,0.25410444702483637
2.379066,0.24769857879144946
2.385734,0.24121637600915358
2.392402,0.23432040448557068
2.399069,0.2267340741622043
2.405737,0.21843597742824727
2.412404,0.20986344617071243
2.419072,0.201770282674776
2.42574,0.19495950214276436
2.432407,0.19007519609644122
2.439075,0.18691378626593966
2.445742,0.18477841305692755
2.45241,0.1831570453602837
2.459077,0.18153016720058424
2.465745,0.17960486641144416
2.472412,0.17741748646206196
2.47908,0.17521385786739216
2.485747,0.1733774836446081
2.492415,0.1721340865061445
2.499082,0.17150724195422015
2.50575,0.1712464846537974
2.512418,0.1710886535465911
2.519085,0.17108331247691988
2.525753,0.1713042973279314
2.53242,0.17183738488685768
2.539088,0.17282546443030372
2.545755,0.1742794986890934
2.552423,0.17611806300886026
2.559091,0.17814947177920748
2.565758,0.18013324440003564
2.572426,0.18187215179992589
2.579093,0.18314914303627647
2.585761,0.18381161622675538
2.592428,0.18381603077473282
2.599096,0.18328631928020123
2.605763,0.18249524405599316
2.612431,0.1816733150085817
2.619098,0.1810304335820325
2.625766,0.18076826879314767
2.632434,0.18098137614199483
2.639101,0.18164817141053208
2.645769,0.182681708284119
2.652436,0.1839057295774616
2.659104,0.18510812436608318
2.665771,0.18622475362772
2.672439,0.18722436190398628
2.679106,0.18802071020415612
2.685774,0.18860087466529213
2.692441,0.18897365030226404
2.699109,0.18915379715467887
2.705777,0.18922626428382286
2.712444,0.18926707185374936
2.719112,0.18927373983252577
2.725779,0.18925069774973424
2.732447,0.1892626917028481
2.739115,0.18937645432223596
2.745782,0.1896587221553685
2.75245,0.19016171238035584
2.759117,0.19085395549401946
2.765785,0.19166808009040304
2.772452,0.1925642978647986
2.77912,0.19350145034170374
2.785787,0.19445731920375112
2.792455,0.1954449679974231
2.799123,0.19648353922203213
2.80579,0.19758802661933705
2.812458,0.19873992602619267
2.819125,0.19988874883131966
2.825793,0.2009702550157091
2.83246,0.20193109080380278
2.839128,0.20279561238556273
2.845795,0.20362983941811935
2.852463,0.20447774123849416
2.85913,0.2053567642788215
2.865798,0.20616753065289828
2.872466,0.20672766473612003
2.879133,0.20688917078991376
2.885801,0.206542606140977
2.892468,0.20570040915205057
2.899136,0.2044978238620409
2.905803,0.2031058879964589
2.912471,0.2017095182401955
2.919138,0.20046639413806638
2.925806,0.19947718393164784
2.932474,0.19874271341576122
2.939141,0.19821875447758075
2.945809,0.19786395836014453
2.952476,0.19761142904218845
2.959144,0.19745071572349848
2.965811,0.19738270404311845
2.972479,0.19732328629460835
2.979146,0.19720198037349926
2.985814,0.19701648890997153
2.992482,0.19679414586107358
2.999149,0.19665267183916835
3.005817,0.1967441398512702
3.012484,0.19704568254553811
3.019152,0.19743915476190751
3.02582,0.19782138817742312
3.032487,0.19803486218645255
3.039155,0.19787160833603495
3.045822,0.19716600722281646
3.05249,0.19594732716264046
3.059157,0.19440694530912306
3.065825,0.1927917279055812
3.072492,0.19135851510393176
3.07916,0.1903513537312293
3.085827,0.19001841148306337
3.092495,0.19047987946778616
3.099162,0.19167889297393198
3.10583,0.19336178170286702
3.112498,0.19515840836209233
3.119165,0.19681204058987545
3.125833,0.19809782283354516
3.1325,0.19884766924627673
3.139168,0.199098712645349
3.145835,0.19901245865360329
3.152503,0.19876977255314104
3.15917,0.19857719882502334
3.165838,0.19863311821338
3.172506,0.1988977417013335
3.179173,0.19919472737977426
3.185841,0.19939737061553425
3.192508,0.19935361179396202
3.199176,0.19896117980677067
3.205843,0.1981651852596757
3.212511,0.1969915404000946
3.219178,0.19563772226999354
3.225846,0.19437504655610158
